zone,carbonIntensity,datetime,updatedAt,createdAt,emissionFactorType,flowTraced,isEstimated,estimationMethod
IN-WE,506,2026-09-07T09:00:00.000Z,2026-09-08T05:04:50.617Z,2026-09-07T00:19:37.065Z,lifecycle,True,False,
IN-WE,534,2026-09-07T10:00:00.000Z,2026-09-08T05:04:54.241Z,2026-09-07T00:19:45.170Z,lifecycle,True,False,
IN-WE,574,2026-09-07T11:00:00.000Z,2026-09-08T05:04:54.928Z,2026-09-07T03:22:04.779Z,lifecycle,True,False,
IN-WE,615,2026-09-07T12:00:00.000Z,2026-09-08T05:04:53.563Z,2026-09-07T04:19:54.912Z,lifecycle,True,False,
IN-WE,639,2026-09-07T13:00:00.000Z,2026-09-08T05:04:57.267Z,2026-09-07T05:20:32.277Z,lifecycle,True,False,
IN-WE,642,2026-09-07T14:00:00.000Z,2026-09-08T05:05:00.474Z,2026-09-07T06:19:48.938Z,lifecycle,True,False,
IN-WE,644,2026-09-07T15:00:00.000Z,2026-09-08T05:04:53.563Z,2026-09-07T06:19:51.305Z,lifecycle,True,False,
IN-WE,645,2026-09-07T16:00:00.000Z,2026-09-08T05:05:03.720Z,2026-09-07T06:19:52.189Z,lifecycle,True,False,
IN-WE,650,2026-09-07T17:00:00.000Z,2026-09-08T05:04:49.403Z,2026-09-07T09:19:50.314Z,lifecycle,True,False,
IN-WE,653,2026-09-07T18:00:00.000Z,2026-09-08T05:05:01.609Z,2026-09-07T10:21:01.687Z,lifecycle,True,False,
IN-WE,653,2026-09-07T19:00:00.000Z,2026-09-08T05:04:57.267Z,2026-09-07T11:19:28.747Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,657,2026-09-07T20:00:00.000Z,2026-09-08T05:04:53.563Z,2026-09-07T12:05:08.468Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,661,2026-09-07T21:00:00.000Z,2026-09-08T05:04:55.370Z,2026-09-07T12:04:45.221Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,664,2026-09-07T22:00:00.000Z,2026-09-08T05:05:02.566Z,2026-09-07T12:05:11.031Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,667,2026-09-07T23:00:00.000Z,2026-09-08T05:05:01.242Z,2026-09-07T15:20:08.729Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,668,2026-09-08T00:00:00.000Z,2026-09-08T05:04:53.241Z,2026-09-07T16:19:36.951Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,660,2026-09-08T01:00:00.000Z,2026-09-08T05:05:02.156Z,2026-09-07T17:19:54.678Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,622,2026-09-08T02:00:00.000Z,2026-09-08T05:05:03.364Z,2026-09-07T18:20:02.506Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,565,2026-09-08T03:00:00.000Z,2026-09-08T05:04:50.617Z,2026-09-07T18:19:49.806Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,524,2026-09-08T04:00:00.000Z,2026-09-08T05:05:02.566Z,2026-09-07T18:20:03.467Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,504,2026-09-08T05:00:00.000Z,2026-09-08T05:05:03.364Z,2026-09-07T21:19:51.657Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,494,2026-09-08T06:00:00.000Z,2026-09-08T05:05:03.364Z,2026-09-07T22:19:41.147Z,lifecycle,True,True,TIME_SLICER_AVERAGE
IN-WE,489,2026-09-08T07:00:00.000Z,2026-09-08T05:04:52.432Z,2026-09-07T23:19:38.914Z,lifecycle,True,True,TIME_SLICER_AVERAGE
